date,userid,startdate,plan,Status,DayOfWeek,Weekend,DaysSinceStart,AI_AutoComplete_Success,AI_Chat_Success,AI_Agent_Success,AI_AutoComplete_Error,AI_Chat_Error,AI_Agent_Error
3/6/2025,26164813,3/3/2025,Paid,Active,Thursday,False,3,44,11,3,0,0,0
3/7/2025,26164813,3/3/2025,Paid,Active,Friday,False,4,42,38,1,0,0,0
3/8/2025,26164813,3/3/2025,Paid,Active,Saturday,True,5,40,37,3,0,1,0
3/10/2025,26164813,3/3/2025,Paid,Active,Monday,False,7,49,36,5,0,0,1
3/12/2025,26164813,3/3/2025,Paid,Active,Wednesday,False,9,70,43,1,0,2,0
3/14/2025,26164813,3/3/2025,Paid,Active,Friday,False,11,11,20,2,0,0,0
3/15/2025,26164813,3/3/2025,Paid,Active,Saturday,True,12,10,36,5,0,0,0
3/17/2025,26164813,3/3/2025,Paid,Active,Monday,False,14,48,24,4,0,0,0
3/27/2025,26164813,3/3/2025,Paid,Active,Thursday,False,24,70,36,3,0,0,0
3/29/2025,26164813,3/3/2025,Paid,Active,Saturday,True,26,64,31,3,0,0,0
4/2/2025,26164813,3/3/2025,Paid,Active,Wednesday,False,30,19,46,4,0,0,0
3/3/2025,95529975,3/3/2025,Paid,Active,Monday,False,0,29,9,7,0,0,0
3/5/2025,95529975,3/3/2025,Paid,Active,Wednesday,False,2,75,0,11,0,0,0
3/6/2025,95529975,3/3/2025,Paid,Active,Thursday,False,3,18,9,14,0,0,0
3/7/2025,95529975,3/3/2025,Paid,Active,Friday,False,4,67,19,20,0,0,0
3/13/2025,95529975,3/3/2025,Paid,Active,Thursday,False,10,50,13,20,0,0,0
3/21/2025,95529975,3/3/2025,Paid,Active,Friday,False,18,18,16,15,0,0,2
3/24/2025,95529975,3/3/2025,Paid,Active,Monday,False,21,38,13,7,0,0,0
4/1/2025,95529975,3/3/2025,Paid,Cancelled,Tuesday,False,29,35,15,8,0,5,0
3/3/2025,39593036,3/3/2025,Paid,Active,Monday,False,0,147,12,10,10,0,0
3/4/2025,39593036,3/3/2025,Paid,Active,Tuesday,False,1,187,19,13,0,4,0
3/5/2025,39593036,3/3/2025,Paid,Active,Wednesday,False,2,159,2,6,0,2,0
3/8/2025,39593036,3/3/2025,Paid,Active,Saturday,True,5,96,28,4,0,0,3
3/3/2025,27970980,3/3/2025,Paid,Active,Monday,False,0,199,50,3,0,0,0
3/5/2025,27970980,3/3/2025,Paid,Cancelled,Wednesday,False,2,142,33,0,0,0,0
3/3/2025,38242038,3/3/2025,Paid,Active,Monday,False,0,12,14,15,0,0,0
3/5/2025,38242038,3/3/2025,Paid,Active,Wednesday,False,2,34,13,18,0,0,0
3/6/2025,38242038,3/3/2025,Paid,Active,Thursday,False,3,42,11,10,0,0,0
3/7/2025,38242038,3/3/2025,Paid,Active,Friday,False,4,10,20,16,0,0,0
3/13/2025,38242038,3/3/2025,Paid,Active,Thursday,False,10,66,7,15,0,0,0
3/24/2025,38242038,3/3/2025,Paid,Active,Monday,False,21,11,9,14,0,0,0
3/28/2025,38242038,3/3/2025,Paid,Active,Friday,False,25,74,6,8,10,0,0
4/1/2025,38242038,3/3/2025,Paid,Active,Tuesday,False,29,72,4,8,0,0,0
4/4/2025,38242038,3/3/2025,Paid,Active,Friday,False,32,38,12,11,0,0,3
4/9/2025,38242038,3/3/2025,Paid,Active,Wednesday,False,37,47,15,16,0,0,0
3/3/2025,79531241,3/3/2025,Paid,Active,Monday,False,0,37,19,13,0,0,0
3/4/2025,79531241,3/3/2025,Paid,Active,Tuesday,False,1,68,14,10,0,0,0
3/5/2025,79531241,3/3/2025,Paid,Active,Wednesday,False,2,87,45,19,0,0,3
3/12/2025,79531241,3/3/2025,Paid,Active,Wednesday,False,9,152,28,19,0,0,0
3/13/2025,79531241,3/3/2025,Paid,Active,Thursday,False,10,186,33,13,0,0,0
3/3/2025,13497782,3/3/2025,Paid,Active,Monday,False,0,140,15,16,0,0,0
3/5/2025,13497782,3/3/2025,Paid,Active,Wednesday,False,2,159,20,12,0,0,0
3/10/2025,13497782,3/3/2025,Paid,Active,Monday,False,7,100,16,16,9,0,0
3/3/2025,97757901,3/3/2025,Paid,Active,Monday,False,0,158,7,3,0,0,0
3/4/2025,97757901,3/3/2025,Paid,Active,Tuesday,False,1,123,3,3,0,0,0
3/9/2025,97757901,3/3/2025,Paid,Active,Sunday,True,6,163,8,1,0,0,0
3/12/2025,97757901,3/3/2025,Paid,Active,Wednesday,False,9,51,0,1,10,0,0
3/3/2025,28447630,3/3/2025,Paid,Active,Monday,False,0,32,49,18,0,0,0
3/4/2025,28447630,3/3/2025,Paid,Active,Tuesday,False,1,133,7,6,0,0,0
3/5/2025,28447630,3/3/2025,Paid,Active,Wednesday,False,2,103,29,7,0,0,0
3/6/2025,28447630,3/3/2025,Paid,Active,Thursday,False,3,136,32,11,0,0,4
3/13/2025,28447630,3/3/2025,Paid,Active,Thursday,False,10,126,36,8,0,0,0
3/14/2025,28447630,3/3/2025,Paid,Active,Friday,False,11,168,13,7,0,2,0
3/3/2025,58592756,3/3/2025,Paid,Active,Monday,False,0,67,12,15,0,2,0
3/4/2025,58592756,3/3/2025,Paid,Active,Tuesday,False,1,60,9,9,0,0,0
3/5/2025,58592756,3/3/2025,Paid,Active,Wednesday,False,2,28,2,10,0,0,0
3/6/2025,58592756,3/3/2025,Paid,Active,Thursday,False,3,31,12,17,0,0,0
3/7/2025,58592756,3/3/2025,Paid,Active,Friday,False,4,16,19,11,0,0,0
3/10/2025,58592756,3/3/2025,Paid,Active,Monday,False,7,10,9,17,5,0,4
3/16/2025,58592756,3/3/2025,Paid,Active,Sunday,True,13,43,1,6,0,0,0
3/18/2025,58592756,3/3/2025,Paid,Active,Tuesday,False,15,13,14,18,0,0,0
3/19/2025,58592756,3/3/2025,Paid,Active,Wednesday,False,16,73,13,18,0,0,0
3/21/2025,58592756,3/3/2025,Paid,Active,Friday,False,18,19,7,19,0,0,0
3/25/2025,58592756,3/3/2025,Paid,Cancelled,Tuesday,False,22,19,1,17,0,0,0
3/3/2025,98514249,3/3/2025,Paid,Active,Monday,False,0,69,3,3,0,0,0
3/4/2025,98514249,3/3/2025,Paid,Active,Tuesday,False,1,135,1,3,0,0,0
3/5/2025,98514249,3/3/2025,Paid,Active,Wednesday,False,2,67,1,0,0,0,0
3/6/2025,98514249,3/3/2025,Paid,Active,Thursday,False,3,199,4,3,0,0,0
3/3/2025,54743010,3/3/2025,Paid,Active,Monday,False,0,47,32,18,0,0,0
3/4/2025,54743010,3/3/2025,Paid,Active,Tuesday,False,1,22,46,17,0,0,0
3/5/2025,54743010,3/3/2025,Paid,Active,Wednesday,False,2,60,43,11,0,0,2
3/7/2025,54743010,3/3/2025,Paid,Active,Friday,False,4,143,44,16,3,0,0
3/13/2025,54743010,3/3/2025,Paid,Cancelled,Thursday,False,10,122,31,20,0,0,0
3/3/2025,55599571,3/3/2025,Paid,Active,Monday,False,0,20,34,0,1,0,0
3/4/2025,55599571,3/3/2025,Paid,Active,Tuesday,False,1,43,24,4,0,0,0
3/5/2025,55599571,3/3/2025,Paid,Active,Wednesday,False,2,20,37,2,0,0,5
3/3/2025,47610229,3/3/2025,Paid,Active,Monday,False,0,196,34,17,10,0,0
3/4/2025,47610229,3/3/2025,Paid,Active,Tuesday,False,1,131,37,8,0,0,0
3/5/2025,47610229,3/3/2025,Paid,Active,Wednesday,False,2,56,31,14,6,0,0
3/6/2025,47610229,3/3/2025,Paid,Active,Thursday,False,3,180,6,14,0,3,0
3/8/2025,47610229,3/3/2025,Paid,Active,Saturday,True,5,161,35,13,0,0,2
3/9/2025,47610229,3/3/2025,Paid,Active,Sunday,True,6,70,45,9,0,0,0
3/11/2025,47610229,3/3/2025,Paid,Active,Tuesday,False,8,191,41,18,0,0,0
3/13/2025,47610229,3/3/2025,Paid,Active,Thursday,False,10,142,16,10,0,0,0
3/20/2025,47610229,3/3/2025,Paid,Active,Thursday,False,17,165,26,13,0,0,0
3/24/2025,47610229,3/3/2025,Paid,Cancelled,Monday,False,21,36,9,11,0,0,0
3/4/2025,66755036,3/4/2025,Free,Active,Tuesday,False,0,7,1,0,8,0,0
3/4/2025,66877183,3/4/2025,Free,Active,Tuesday,False,0,10,2,1,2,0,0
3/14/2025,66877183,3/4/2025,Free,Active,Friday,False,10,8,2,0,0,5,0
3/18/2025,66877183,3/4/2025,Free,Active,Tuesday,False,14,5,2,0,0,0,0
3/21/2025,66877183,3/4/2025,Free,Active,Friday,False,17,3,1,1,0,0,0
3/4/2025,38267184,3/4/2025,Free,Active,Tuesday,False,0,10,7,1,1,0,0
3/4/2025,41738453,3/4/2025,Free,Active,Tuesday,False,0,1,1,1,0,0,0
3/10/2025,41738453,3/4/2025,Free,Active,Monday,False,6,8,0,1,0,0,0
3/4/2025,13433382,3/4/2025,Free,Active,Tuesday,False,0,36,1,0,0,0,0
3/4/2025,36931806,3/4/2025,Free,Active,Tuesday,False,0,1,3,1,0,0,0
3/5/2025,36931806,3/4/2025,Free,Active,Wednesday,False,1,6,1,1,0,0,4
3/4/2025,77284075,3/4/2025,Free,Active,Tuesday,False,0,8,0,1,0,0,0
3/4/2025,89061847,3/4/2025,Free,Active,Tuesday,False,0,1,2,0,8,3,0
3/6/2025,89061847,3/4/2025,Free,Active,Thursday,False,2,10,0,0,0,0,0
3/4/2025,39489478,3/4/2025,Free,Active,Tuesday,False,0,43,1,2,6,0,0
3/9/2025,39489478,3/4/2025,Free,Active,Sunday,True,5,16,0,3,0,0,0
3/4/2025,81178892,3/4/2025,Free,Active,Tuesday,False,0,8,2,1,0,0,0
3/4/2025,66483185,3/4/2025,Free,Active,Tuesday,False,0,16,5,0,0,0,5
4/15/2025,66483185,3/4/2025,Free,Active,Tuesday,False,42,34,3,0,0,0,0
3/4/2025,63440239,3/4/2025,Free,Active,Tuesday,False,0,47,6,5,0,0,0
3/4/2025,86885981,3/4/2025,Free,Active,Tuesday,False,0,4,1,0,0,0,0
4/18/2025,86885981,3/4/2025,Free,Active,Friday,False,45,2,0,1,0,0,0
3/4/2025,54273384,3/4/2025,Free,Active,Tuesday,False,0,2,0,0,0,1,0
3/5/2025,54273384,3/4/2025,Free,Active,Wednesday,False,1,8,1,1,0,0,0
3/4/2025,83199975,3/4/2025,Free,Active,Tuesday,False,0,75,1,1,0,0,0
3/5/2025,83199975,3/4/2025,Free,Active,Wednesday,False,1,23,0,1,0,0,0
3/4/2025,58883781,3/4/2025,Free,Active,Tuesday,False,0,7,3,0,0,0,0
3/4/2025,16295425,3/4/2025,Free,Active,Tuesday,False,0,73,1,1,0,0,0
3/4/2025,37534241,3/4/2025,Free,Active,Tuesday,False,0,4,0,0,0,0,0
3/4/2025,74085033,3/4/2025,Free,Active,Tuesday,False,0,8,2,1,0,0,0
3/5/2025,74085033,3/4/2025,Free,Active,Wednesday,False,1,7,2,1,0,0,0
3/4/2025,90143858,3/4/2025,Free,Active,Tuesday,False,0,30,1,1,0,0,0
3/6/2025,90143858,3/4/2025,Free,Active,Thursday,False,2,1,10,4,0,0,0
3/26/2025,90143858,3/4/2025,Free,Active,Wednesday,False,22,63,9,0,0,0,0
3/4/2025,52168727,3/4/2025,Free,Active,Tuesday,False,0,44,1,1,0,0,0
3/4/2025,40550539,3/4/2025,Free,Active,Tuesday,False,0,8,2,0,0,0,0
3/4/2025,57852900,3/4/2025,Free,Active,Tuesday,False,0,31,1,2,1,0,0
3/5/2025,57852900,3/4/2025,Free,Active,Wednesday,False,1,26,1,2,0,0,0
3/21/2025,57852900,3/4/2025,Free,Active,Friday,False,17,47,1,4,0,0,0
4/11/2025,57852900,3/4/2025,Free,Active,Friday,False,38,29,1,5,0,0,0
3/4/2025,99703756,3/4/2025,Free,Active,Tuesday,False,0,49,1,1,0,0,0
3/5/2025,99703756,3/4/2025,Free,Active,Wednesday,False,1,41,1,0,0,0,0
3/6/2025,99703756,3/4/2025,Free,Active,Thursday,False,2,60,1,1,0,0,5
3/4/2025,79141520,3/4/2025,Free,Active,Tuesday,False,0,3,3,0,0,0,0
3/4/2025,83888481,3/4/2025,Free,Active,Tuesday,False,0,48,2,5,0,0,4
3/4/2025,75291077,3/4/2025,Free,Active,Tuesday,False,0,4,0,0,0,0,0
3/4/2025,86692527,3/4/2025,Free,Active,Tuesday,False,0,35,3,2,3,0,2
3/4/2025,58191644,3/4/2025,Free,Active,Tuesday,False,0,8,0,0,0,0,0
3/4/2025,68687812,3/4/2025,Free,Active,Tuesday,False,0,24,8,0,0,0,0
4/12/2025,68687812,3/4/2025,Free,Active,Saturday,True,39,16,10,0,5,3,0
3/4/2025,58677728,3/4/2025,Free,Active,Tuesday,False,0,9,2,0,0,0,0
4/15/2025,58677728,3/4/2025,Free,Active,Tuesday,False,42,8,2,0,0,0,0
3/4/2025,79261123,3/4/2025,Free,Active,Tuesday,False,0,6,0,0,0,0,0
3/5/2025,79261123,3/4/2025,Free,Active,Wednesday,False,1,8,1,0,0,0,0
4/1/2025,79261123,3/4/2025,Free,Active,Tuesday,False,28,9,3,0,0,0,4
3/4/2025,95794231,3/4/2025,Free,Active,Tuesday,False,0,21,3,5,0,0,0
3/6/2025,95794231,3/4/2025,Free,Active,Thursday,False,2,42,5,3,0,0,0
3/4/2025,33612300,3/4/2025,Free,Active,Tuesday,False,0,46,0,4,3,0,0
4/10/2025,33612300,3/4/2025,Free,Active,Thursday,False,37,45,2,2,0,0,0
3/4/2025,89108152,3/4/2025,Free,Active,Tuesday,False,0,5,0,0,0,0,0
3/4/2025,44972569,3/4/2025,Free,Active,Tuesday,False,0,96,7,5,0,0,0
3/11/2025,44972569,3/4/2025,Free,Active,Tuesday,False,7,99,9,2,1,0,4
4/22/2025,44972569,3/4/2025,Free,Active,Tuesday,False,49,95,7,0,0,0,0
4/23/2025,44972569,3/4/2025,Free,Active,Wednesday,False,50,52,8,5,0,0,0
3/4/2025,38378249,3/4/2025,Free,Active,Tuesday,False,0,8,2,0,0,0,0
3/5/2025,38378249,3/4/2025,Free,Active,Wednesday,False,1,7,2,0,0,0,0
3/12/2025,38378249,3/4/2025,Free,Active,Wednesday,False,8,5,1,1,0,0,0
3/4/2025,85556013,3/4/2025,Free,Active,Tuesday,False,0,79,5,0,0,3,0
3/4/2025,30419677,3/4/2025,Free,Active,Tuesday,False,0,24,0,3,0,0,0
3/4/2025,62167295,3/4/2025,Free,Active,Tuesday,False,0,9,2,1,0,0,0
3/4/2025,91838894,3/4/2025,Free,Active,Tuesday,False,0,15,1,3,0,0,0
3/4/2025,47977233,3/4/2025,Free,Active,Tuesday,False,0,2,2,0,0,0,0
3/4/2025,36630060,3/4/2025,Free,Active,Tuesday,False,0,2,2,1,0,0,0
3/4/2025,13335160,3/4/2025,Free,Active,Tuesday,False,0,8,3,1,1,0,0
3/4/2025,82914208,3/4/2025,Free,Active,Tuesday,False,0,22,10,1,0,0,0
3/4/2025,82118350,3/4/2025,Free,Active,Tuesday,False,0,10,2,1,0,0,0
3/6/2025,82118350,3/4/2025,Free,Active,Thursday,False,2,4,0,1,0,0,0
3/4/2025,45997845,3/4/2025,Free,Active,Tuesday,False,0,4,10,1,0,0,0
3/5/2025,45997845,3/4/2025,Free,Active,Wednesday,False,1,73,10,2,0,0,0
3/4/2025,71083904,3/4/2025,Free,Active,Tuesday,False,0,23,8,0,0,0,0
3/4/2025,89737228,3/4/2025,Free,Active,Tuesday,False,0,8,2,1,0,0,0
3/4/2025,73424518,3/4/2025,Free,Active,Tuesday,False,0,8,0,1,0,0,0
3/4/2025,76238558,3/4/2025,Free,Active,Tuesday,False,0,1,0,0,0,0,2
3/5/2025,76238558,3/4/2025,Free,Active,Wednesday,False,1,2,3,1,0,0,0
3/4/2025,80465505,3/4/2025,Free,Active,Tuesday,False,0,2,2,1,0,3,0
3/4/2025,24046464,3/4/2025,Free,Active,Tuesday,False,0,33,10,3,0,0,0
3/5/2025,24046464,3/4/2025,Free,Active,Wednesday,False,1,49,9,1,0,3,0
3/7/2025,24046464,3/4/2025,Free,Active,Friday,False,3,93,8,2,0,0,0
3/8/2025,24046464,3/4/2025,Free,Active,Saturday,True,4,55,7,1,7,0,0
3/9/2025,24046464,3/4/2025,Free,Active,Sunday,True,5,41,10,2,0,0,0
3/11/2025,24046464,3/4/2025,Free,Active,Tuesday,False,7,38,9,5,0,0,0
3/12/2025,24046464,3/4/2025,Free,Active,Wednesday,False,8,30,8,2,10,0,0
3/13/2025,24046464,3/4/2025,Free,Active,Thursday,False,9,28,9,0,0,0,0
3/14/2025,24046464,3/4/2025,Free,Active,Friday,False,10,28,10,5,0,0,0
3/16/2025,24046464,3/4/2025,Free,Active,Sunday,True,12,86,8,5,7,0,0
3/17/2025,24046464,3/4/2025,Free,Active,Monday,False,13,43,10,0,0,0,0
3/18/2025,24046464,3/4/2025,Free,Active,Tuesday,False,14,100,10,0,0,0,0
3/19/2025,24046464,3/4/2025,Free,Active,Wednesday,False,15,86,8,3,0,0,0
3/20/2025,24046464,3/4/2025,Free,Active,Thursday,False,16,33,5,1,0,0,0
3/21/2025,24046464,3/4/2025,Free,Active,Friday,False,17,79,5,4,0,0,0
3/22/2025,24046464,3/4/2025,Paid,Active,Saturday,True,18,103,19,5,0,0,0
3/23/2025,24046464,3/4/2025,Paid,Active,Sunday,True,19,84,18,17,0,1,0
3/24/2025,24046464,3/4/2025,Paid,Active,Monday,False,20,187,27,7,0,0,0
3/25/2025,24046464,3/4/2025,Paid,Active,Tuesday,False,21,71,22,19,0,0,0
3/26/2025,24046464,3/4/2025,Paid,Active,Wednesday,False,22,149,9,19,0,0,0
3/27/2025,24046464,3/4/2025,Paid,Active,Thursday,False,23,160,5,10,0,4,0
3/28/2025,24046464,3/4/2025,Paid,Active,Friday,False,24,107,19,7,5,0,2
3/29/2025,24046464,3/4/2025,Paid,Active,Saturday,True,25,34,8,13,0,0,0
3/30/2025,24046464,3/4/2025,Paid,Active,Sunday,True,26,173,35,6,0,0,0
3/31/2025,24046464,3/4/2025,Paid,Active,Monday,False,27,145,33,12,0,0,0
4/1/2025,24046464,3/4/2025,Paid,Active,Tuesday,False,28,92,44,14,0,0,1
4/3/2025,24046464,3/4/2025,Paid,Active,Thursday,False,30,191,10,5,0,0,0
4/4/2025,24046464,3/4/2025,Paid,Active,Friday,False,31,132,42,19,0,0,0
4/5/2025,24046464,3/4/2025,Paid,Active,Saturday,True,32,32,24,14,0,0,0
4/6/2025,24046464,3/4/2025,Paid,Active,Sunday,True,33,60,23,10,0,0,0
4/7/2025,24046464,3/4/2025,Paid,Active,Monday,False,34,175,28,7,0,0,0
4/8/2025,24046464,3/4/2025,Paid,Active,Tuesday,False,35,61,6,18,10,0,0
4/9/2025,24046464,3/4/2025,Paid,Active,Wednesday,False,36,196,13,17,0,0,0
4/10/2025,24046464,3/4/2025,Paid,Active,Thursday,False,37,131,20,5,0,0,0
4/11/2025,24046464,3/4/2025,Paid,Active,Friday,False,38,73,16,19,6,0,0
4/12/2025,24046464,3/4/2025,Paid,Active,Saturday,True,39,50,42,7,0,0,0
4/13/2025,24046464,3/4/2025,Paid,Active,Sunday,True,40,51,13,19,0,0,0
4/14/2025,24046464,3/4/2025,Paid,Active,Monday,False,41,48,42,15,0,0,0
4/15/2025,24046464,3/4/2025,Paid,Active,Tuesday,False,42,160,28,19,0,0,0
4/16/2025,24046464,3/4/2025,Paid,Active,Wednesday,False,43,77,45,17,0,0,0
4/17/2025,24046464,3/4/2025,Paid,Active,Thursday,False,44,57,26,5,0,0,0
4/19/2025,24046464,3/4/2025,Paid,Active,Saturday,True,46,131,25,8,0,3,0
4/20/2025,24046464,3/4/2025,Paid,Active,Sunday,True,47,61,45,15,0,0,0
4/21/2025,24046464,3/4/2025,Paid,Active,Monday,False,48,69,44,10,0,0,0
4/22/2025,24046464,3/4/2025,Paid,Active,Tuesday,False,49,96,33,13,0,0,0
4/23/2025,24046464,3/4/2025,Paid,Active,Wednesday,False,50,123,7,17,0,0,0
4/24/2025,24046464,3/4/2025,Paid,Active,Thursday,False,51,78,21,19,0,0,0
4/25/2025,24046464,3/4/2025,Paid,Active,Friday,False,52,120,49,16,0,5,0
4/26/2025,24046464,3/4/2025,Paid,Cancelled,Saturday,True,53,138,33,14,0,2,0
3/4/2025,12653381,3/4/2025,Free,Active,Tuesday,False,0,43,1,1,1,0,0
3/5/2025,12653381,3/4/2025,Free,Active,Wednesday,False,1,11,1,5,0,0,0
3/6/2025,12653381,3/4/2025,Free,Active,Thursday,False,2,50,1,3,0,0,0
3/7/2025,12653381,3/4/2025,Free,Active,Friday,False,3,26,2,5,0,0,0
3/4/2025,15924555,3/4/2025,Free,Active,Tuesday,False,0,68,10,2,0,0,0
3/5/2025,15924555,3/4/2025,Free,Active,Wednesday,False,1,10,5,0,0,0,0
3/6/2025,15924555,3/4/2025,Free,Active,Thursday,False,2,22,8,4,0,0,0
3/11/2025,15924555,3/4/2025,Free,Active,Tuesday,False,7,78,4,0,0,0,2
3/16/2025,15924555,3/4/2025,Free,Active,Sunday,True,12,48,0,3,0,0,0
3/21/2025,15924555,3/4/2025,Free,Active,Friday,False,17,32,1,5,0,0,0
3/25/2025,15924555,3/4/2025,Free,Active,Tuesday,False,21,95,2,1,0,0,0
3/26/2025,15924555,3/4/2025,Free,Active,Wednesday,False,22,19,8,3,0,0,0
3/27/2025,15924555,3/4/2025,Free,Active,Thursday,False,23,21,5,1,6,0,1
3/28/2025,15924555,3/4/2025,Free,Active,Friday,False,24,48,6,0,0,0,0
3/29/2025,15924555,3/4/2025,Free,Active,Saturday,True,25,27,6,4,0,0,2
3/30/2025,15924555,3/4/2025,Free,Active,Sunday,True,26,26,10,0,0,0,0
3/31/2025,15924555,3/4/2025,Free,Active,Monday,False,27,27,2,2,0,0,0
4/1/2025,15924555,3/4/2025,Free,Active,Tuesday,False,28,52,7,4,0,0,0
4/2/2025,15924555,3/4/2025,Paid,Active,Wednesday,False,29,23,37,11,0,0,1
4/3/2025,15924555,3/4/2025,Paid,Active,Thursday,False,30,132,28,9,0,0,0
4/4/2025,15924555,3/4/2025,Paid,Active,Friday,False,31,143,44,20,0,0,0
4/5/2025,15924555,3/4/2025,Paid,Active,Saturday,True,32,12,27,11,0,0,0
4/6/2025,15924555,3/4/2025,Paid,Active,Sunday,True,33,106,35,6,0,0,0
4/7/2025,15924555,3/4/2025,Paid,Active,Monday,False,34,9,2,20,0,0,0
4/8/2025,15924555,3/4/2025,Paid,Active,Tuesday,False,35,93,4,10,0,0,0
4/9/2025,15924555,3/4/2025,Paid,Active,Wednesday,False,36,2,43,15,0,0,0
4/10/2025,15924555,3/4/2025,Paid,Active,Thursday,False,37,176,8,3,0,0,0
4/11/2025,15924555,3/4/2025,Paid,Active,Friday,False,38,182,44,3,0,0,0
4/12/2025,15924555,3/4/2025,Paid,Active,Saturday,True,39,8,13,6,3,0,0
4/13/2025,15924555,3/4/2025,Paid,Active,Sunday,True,40,142,8,18,0,0,0
4/14/2025,15924555,3/4/2025,Paid,Active,Monday,False,41,23,23,15,0,0,0
4/15/2025,15924555,3/4/2025,Paid,Active,Tuesday,False,42,106,33,5,0,0,0
4/16/2025,15924555,3/4/2025,Paid,Active,Wednesday,False,43,139,42,5,0,0,0
4/17/2025,15924555,3/4/2025,Paid,Active,Thursday,False,44,16,45,14,0,0,0
4/18/2025,15924555,3/4/2025,Paid,Active,Friday,False,45,146,26,17,0,0,0
4/19/2025,15924555,3/4/2025,Paid,Active,Saturday,True,46,159,36,15,0,0,1
4/20/2025,15924555,3/4/2025,Paid,Active,Sunday,True,47,170,44,3,0,0,0
4/21/2025,15924555,3/4/2025,Paid,Active,Monday,False,48,13,32,6,10,0,0
4/22/2025,15924555,3/4/2025,Paid,Active,Tuesday,False,49,98,47,1,0,0,0
4/23/2025,15924555,3/4/2025,Paid,Active,Wednesday,False,50,144,38,14,7,0,0
4/24/2025,15924555,3/4/2025,Paid,Active,Thursday,False,51,40,29,4,0,0,0
4/25/2025,15924555,3/4/2025,Paid,Active,Friday,False,52,107,49,12,0,0,0
4/26/2025,15924555,3/4/2025,Paid,Active,Saturday,True,53,182,17,17,0,0,0
4/27/2025,15924555,3/4/2025,Paid,Active,Sunday,True,54,10,30,11,0,0,0
4/28/2025,15924555,3/4/2025,Paid,Active,Monday,False,55,118,13,17,0,0,4
4/29/2025,15924555,3/4/2025,Paid,Cancelled,Tuesday,False,56,53,47,10,0,0,0
3/4/2025,35782888,3/4/2025,Free,Active,Tuesday,False,0,4,1,0,0,0,0
3/7/2025,35782888,3/4/2025,Free,Active,Friday,False,3,10,2,1,0,0,0
3/10/2025,35782888,3/4/2025,Free,Active,Monday,False,6,3,0,0,0,0,0
3/4/2025,28640512,3/4/2025,Free,Active,Tuesday,False,0,18,2,5,0,0,0
3/5/2025,28640512,3/4/2025,Free,Active,Wednesday,False,1,14,0,2,0,0,0
3/6/2025,28640512,3/4/2025,Free,Active,Thursday,False,2,42,1,2,0,2,0
3/10/2025,28640512,3/4/2025,Free,Active,Monday,False,6,42,0,5,0,0,0
3/14/2025,28640512,3/4/2025,Free,Active,Friday,False,10,49,0,3,0,0,1
3/16/2025,28640512,3/4/2025,Free,Active,Sunday,True,12,47,0,4,0,1,1
3/20/2025,28640512,3/4/2025,Free,Active,Thursday,False,16,12,1,4,0,0,0
3/21/2025,28640512,3/4/2025,Free,Active,Friday,False,17,33,1,5,0,0,0
3/22/2025,28640512,3/4/2025,Free,Active,Saturday,True,18,40,2,4,0,0,0
3/23/2025,28640512,3/4/2025,Free,Active,Sunday,True,19,13,1,0,0,0,0
3/24/2025,28640512,3/4/2025,Free,Active,Monday,False,20,39,1,5,0,0,0
3/25/2025,28640512,3/4/2025,Free,Active,Tuesday,False,21,47,1,2,10,0,0
3/26/2025,28640512,3/4/2025,Free,Active,Wednesday,False,22,32,1,0,0,0,0
3/27/2025,28640512,3/4/2025,Free,Active,Thursday,False,23,43,2,0,0,0,0
3/28/2025,28640512,3/4/2025,Free,Active,Friday,False,24,21,2,5,0,0,0
3/29/2025,28640512,3/4/2025,Free,Active,Saturday,True,25,13,2,5,0,0,0
3/30/2025,28640512,3/4/2025,Free,Active,Sunday,True,26,29,0,2,0,0,0
3/31/2025,28640512,3/4/2025,Free,Active,Monday,False,27,45,1,0,0,0,0
4/1/2025,28640512,3/4/2025,Free,Active,Tuesday,False,28,35,1,3,0,0,0
4/2/2025,28640512,3/4/2025,Free,Active,Wednesday,False,29,37,1,0,0,0,0
4/3/2025,28640512,3/4/2025,Free,Active,Thursday,False,30,26,0,3,0,0,0
4/4/2025,28640512,3/4/2025,Free,Active,Friday,False,31,50,1,5,0,0,0
4/5/2025,28640512,3/4/2025,Free,Active,Saturday,True,32,45,1,2,0,0,0
4/6/2025,28640512,3/4/2025,Free,Active,Sunday,True,33,44,2,3,3,0,0
4/7/2025,28640512,3/4/2025,Free,Active,Monday,False,34,38,2,3,0,0,0
4/8/2025,28640512,3/4/2025,Free,Active,Tuesday,False,35,20,1,3,0,0,0
4/9/2025,28640512,3/4/2025,Free,Active,Wednesday,False,36,35,0,3,0,0,0
4/10/2025,28640512,3/4/2025,Free,Active,Thursday,False,37,50,0,3,0,1,0
4/11/2025,28640512,3/4/2025,Free,Active,Friday,False,38,26,0,0,0,0,2
4/12/2025,28640512,3/4/2025,Free,Active,Saturday,True,39,10,0,2,0,0,0
4/13/2025,28640512,3/4/2025,Free,Active,Sunday,True,40,22,0,2,0,0,0
4/14/2025,28640512,3/4/2025,Free,Active,Monday,False,41,39,2,2,0,0,0
4/15/2025,28640512,3/4/2025,Free,Active,Tuesday,False,42,43,0,3,0,0,0
4/16/2025,28640512,3/4/2025,Free,Active,Wednesday,False,43,36,1,4,0,0,0
